logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol	entrez
ENSG00000135838.13	0.557391383551193	4.90525814483235	5.17292769120879	2.87701312083467e-07	6.04241568474497e-07	5.46731432733041	NPL	80896
ENSG00000067704.10	0.326539134919551	9.04726500168742	5.1728872860452	2.87761649353526e-07	6.04302591826438e-07	5.46711189008091	IARS2	55699
ENSG00000267064.2	0.608252451012432	0.477963457361842	5.17277128279599	2.87934945724049e-07	6.04600791467085e-07	5.46653070086323	UXT-AS1	100133957
ENSG00000116133.13	0.702115646807939	9.76895405884974	5.17224322631906	2.88725081906119e-07	6.06190518653931e-07	5.46388523362703	DHCR24	1718
ENSG00000069188.17	-1.1055918428807	2.42241784237065	-5.17222339523582	2.88754796182497e-07	6.06190518653931e-07	5.46378588843395	SDK2	54549
ENSG00000250539.1	0.586693696951791	3.24147383440412	5.17050166132979	2.91345897456346e-07	6.1149718025442e-07	5.45516210569448	KRT8P33	100418737
ENSG00000162924.15	0.512909836783885	3.94153509538027	5.16887298411632	2.93817646605099e-07	6.16618065955166e-07	5.44700690414977	REL	5966
ENSG00000105695.15	1.39765842331931	0.529925305740011	5.16808232424814	2.95024887649389e-07	6.19084377537572e-07	5.44304873857651	MAG	4099
ENSG00000242173.10	-1.247832657134	0.971902631682819	-5.16803731726155	2.95093751969654e-07	6.1916162708263e-07	5.44282344374249	ARHGDIG	398
ENSG00000102898.12	0.3722784415043	7.31900132591726	5.16799441312702	2.95159413232901e-07	6.19232139968851e-07	5.44260867702694	NUTF2	10204
ENSG00000203797.12	-0.755557455975813	5.05412736439496	-5.16791279701906	2.95284359016698e-07	6.19427000486978e-07	5.44220013306343	DDO	8528
ENSG00000160752.15	0.385394301454951	6.67410883313842	5.16775142255699	2.95531557167046e-07	6.19878243360803e-07	5.44139236228341	FDPS	2224
ENSG00000135709.12	0.447275349024129	4.44095707654816	5.16761985917707	2.95733237941397e-07	6.2023392580088e-07	5.44073383041427	KIAA0513	9764
ENSG00000108666.10	0.391469059789293	5.02249231014496	5.16740417467296	2.96064160712162e-07	6.20860557602861e-07	5.43965426983036	C17orf75	64149
ENSG00000108309.14	1.21276743228152	-0.0571969884319869	5.16721291685721	2.9635790546321e-07	6.21409097768186e-07	5.43869700696573	RUNDC3A	10900
ENSG00000196670.14	0.337748038625408	6.62633586170929	5.16715253952697	2.96450694971601e-07	6.2153619768411e-07	5.43839481981274	ZFP62	643836
ENSG00000204619.8	0.274346478938357	9.29211839095593	5.16600173536675	2.98224663856615e-07	6.25187634984491e-07	5.43263570517355	PPP1R11	6992
ENSG00000123684.13	0.365461308086776	7.36947185790082	5.16567467460994	2.98730700234526e-07	6.2618051943691e-07	5.4309991734993	LPGAT1	9926
ENSG00000255399.4	-0.732668530926545	2.33135884100458	-5.16263470495259	3.03474126288786e-07	6.35985373361549e-07	5.41579256678718	TBX5-AS1	255480
ENSG00000050767.17	-0.721207356062291	1.31925454713451	-5.16073786274264	3.06470694325565e-07	6.42195560579375e-07	5.40630839733537	COL23A1	91522
ENSG00000106211.10	0.623581792606858	12.0865146734545	5.16061294661024	3.06669033909236e-07	6.42541474735209e-07	5.40568393427229	HSPB1	3315
ENSG00000131013.4	-0.276540434179165	7.54574793950324	-5.16042478950767	3.0696802073597e-07	6.43098169892362e-07	5.40474335268646	PPIL4	85313
ENSG00000144712.12	-0.803579076491508	2.1508502944753	-5.15950717397513	3.0843018217496e-07	6.46091331517661e-07	5.40015673103837	CAND2	23066
ENSG00000221994.12	0.584901482810427	3.36483892181194	5.15870532597394	3.09713388826206e-07	6.48611320848129e-07	5.39614939044798	ZNF630	57232
ENSG00000206535.8	-0.510288432916767	5.06326173232355	-5.15869253656073	3.09733897651102e-07	6.48611320848129e-07	5.39608547841633	LNP1	348801
ENSG00000067221.14	0.416740942800764	3.77712932830969	5.15824861309573	3.10446578313729e-07	6.4996282647281e-07	5.39386716935974	STOML1	9399
ENSG00000113312.11	0.362778794133358	6.01136133945851	5.15807707061333	3.10722399559446e-07	6.50469800031359e-07	5.39301001051568	TTC1	7265
ENSG00000105810.10	-0.768467473304393	4.80739267305213	-5.15800276502868	3.10841948238546e-07	6.50649556406136e-07	5.39263873068584	CDK6	1021
ENSG00000231327.1	0.692336283518129	4.10759388136189	5.15643686244711	3.13371667850721e-07	6.5587365975517e-07	5.38481561432447	LINC01816	100133985
ENSG00000133454.16	1.26351243201153	-1.37404990311273	5.15519084109991	3.15398833654494e-07	6.59973425968101e-07	5.37859219121617	MYO18B	84700
ENSG00000196604.13	1.14452377256036	-1.48846871371496	5.1549305993349	3.15823822085075e-07	6.60791139937126e-07	5.37729255663665	POTEF	728378
ENSG00000125648.15	-0.428604668432791	6.50154307663653	-5.15476997131302	3.16086412431332e-07	6.61268931703322e-07	5.37649041894593	SLC25A23	79085
ENSG00000213079.10	-0.330025056627374	6.51425270725404	-5.15357870690706	3.18040460199678e-07	6.65284852207621e-07	5.37054226376456	SCAF8	22828
ENSG00000170471.15	0.313999548071171	7.05224677972792	5.15269382867378	3.19499495555332e-07	6.682645360695e-07	5.36612477473848	RALGAPB	57148
ENSG00000196562.14	0.684785488473171	8.04219501546657	5.15248777066356	3.19840183315084e-07	6.68904694303431e-07	5.36509619422911	SULF2	55959
ENSG00000187984.13	0.605703041197695	2.77286045795672	5.15206483598512	3.20540546945374e-07	6.70296848440217e-07	5.36298515070197	ANKRD19P	138649
ENSG00000168447.11	-1.24771165481582	4.35082108604809	-5.15196048850961	3.20713570351071e-07	6.70586075553846e-07	5.36246433392527	SCNN1B	6338
ENSG00000174808.12	-0.828866369402908	4.31638017868999	-5.15169588962141	3.21152719106018e-07	6.71431626373382e-07	5.36114371830944	BTC	685
ENSG00000152433.15	0.420188857859092	3.3530912810918	5.15159785936334	3.21315565292072e-07	6.71699392956633e-07	5.36065446451429	ZNF547	284306
ENSG00000174516.15	-0.392212734319435	4.627619767547	-5.1506293426157	3.22928746770654e-07	6.74998650737447e-07	5.35582121778855	PELI3	246330
ENSG00000135040.16	0.272562862929658	5.79183505868748	5.14997470051332	3.24023565690542e-07	6.77213809586703e-07	5.35255480182094	NAA35	60560
ENSG00000132300.19	0.245173329968113	6.18317156138044	5.14920687685637	3.25312243279721e-07	6.79833612686894e-07	5.3487241497315	PTCD3	55037
ENSG00000213988.11	0.918093865260019	1.50248527309447	5.14786277993067	3.27580052022543e-07	6.84498804215413e-07	5.34201977699486	ZNF90	7643
ENSG00000269386.5	-0.476281481758593	5.22772862827419	-5.14738103794993	3.28396580364863e-07	6.86130774333595e-07	5.33961724202875	RAB11B-AS1	100507567
ENSG00000162139.10	0.410732112318576	4.7715855097378	5.14709983576706	3.28874113301591e-07	6.87054192793353e-07	5.33821493316808	NEU3	10825
ENSG00000170522.10	0.662726739361615	4.65962255946836	5.14659740295138	3.29729008839066e-07	6.88765678282123e-07	5.33570956282371	ELOVL6	79071
ENSG00000057657.17	0.547337488528619	4.83150352926327	5.14624359437292	3.3033230756326e-07	6.8995129392443e-07	5.33394544186897	PRDM1	639
ENSG00000196368.5	-0.840496246891274	3.78023765989875	-5.14550283959294	3.31598868902381e-07	6.92372130291418e-07	5.33025234178665	NUDT11	55190
ENSG00000099256.19	-0.699387748666851	5.58433226528387	-5.14546952481967	3.31655941564887e-07	6.9241645727337e-07	5.33008625970054	PRTFDC1	56952
ENSG00000163701.19	-0.82486631922685	4.67785518085888	-5.14468539706025	3.33002003678843e-07	6.95076467538399e-07	5.32617748758996	IL17RE	132014
ENSG00000125726.11	1.00615942143874	3.14561690943759	5.14403857376339	3.34116339078534e-07	6.97327078470086e-07	5.32295358108138	CD70	970
ENSG00000138379.5	-0.882059483697914	1.12085973181526	-5.14362402020955	3.34832419673199e-07	6.98746103839997e-07	5.32088755719167	MSTN	2660
ENSG00000169217.9	0.282275774636678	7.80902558733557	5.14298815569635	3.35933667469556e-07	7.00968523242265e-07	5.31771888271641	CD2BP2	10421
ENSG00000141446.11	0.289710454896004	5.82927192782024	5.14175391044234	3.38081251381694e-07	7.05373540791831e-07	5.31156937538894	ESCO1	114799
ENSG00000253731.3	-0.634362471579366	1.68114892280161	-5.14164096105637	3.38278444800945e-07	7.05708746940028e-07	5.31100668527527	PCDHGA6	56109
ENSG00000069020.18	-0.706893070514842	5.79206361003607	-5.14144361109128	3.386232564944e-07	7.06351805308154e-07	5.31002355707722	MAST4	375449
ENSG00000246089.3	0.497984825900759	3.77125445797394	5.1413435881862	3.38798147203378e-07	7.0664031609532e-07	5.30952529163876	MCPH1-DT	100287015
ENSG00000119673.14	-0.460357993375949	7.46219778184121	-5.14090065356974	3.39573671711077e-07	7.08181387251925e-07	5.30731891638402	ACOT2	10965
ENSG00000164406.8	0.621347088134813	4.01567911189903	5.14056294073575	3.40166118813226e-07	7.09340358725593e-07	5.30563679883171	LEAP2	116842
ENSG00000148634.16	0.269917923421326	5.78598391825394	5.13834286061217	3.44085745710714e-07	7.17436420468384e-07	5.29458136201269	HERC4	26091
ENSG00000203999.9	0.973424864181751	0.598176895394183	5.13775320245773	3.45134125578851e-07	7.19544683567045e-07	5.29164576783926	LINC01270	284751
ENSG00000116962.15	-0.622461800942869	7.69099764214458	-5.13767802346706	3.45268011504021e-07	7.19746136423296e-07	5.29127151440102	NID1	4811
ENSG00000163482.12	0.451210637645348	5.58015877145036	5.13733175668431	3.45885325102665e-07	7.20955191015676e-07	5.28954780756555	STK36	27148
ENSG00000198680.4	-0.407531222532517	8.06419155217155	-5.13644968427716	3.47462682211111e-07	7.24164860821474e-07	5.28515736777952	TUSC1	286319
ENSG00000186732.14	-1.34865856566711	-2.38398746493227	-5.13634539744512	3.47649631239969e-07	7.24476329697274e-07	5.28463833583774	MPPED1	758
ENSG00000066739.12	-0.287160634502328	5.69007819845839	-5.13592127444661	3.48410934854787e-07	7.25984515103525e-07	5.28252759241951	ATG2B	55102
ENSG00000102934.10	-0.621985747378888	3.44042757864257	-5.13564992466057	3.48898854884355e-07	7.26922786740291e-07	5.28117724513362	PLLP	51090
ENSG00000198668.13	-0.275607250399565	8.72578679416443	-5.13374044951687	3.52351055821115e-07	7.33957051579932e-07	5.27167681315395	CALM1	801
ENSG00000087494.16	-1.1874345832587	4.41937759224034	-5.1331626865506	3.53402104593571e-07	7.36067046527073e-07	5.26880285661357	PTHLH	5744
ENSG00000166716.10	-0.274844062489623	6.26784764891735	-5.13267498530475	3.54291674776197e-07	7.37840294666513e-07	5.2663771291307	ZNF592	9640
ENSG00000205078.6	-0.819052948465507	3.59138576917647	-5.13259967335074	3.54429237102109e-07	7.3804721379094e-07	5.26600256198828	SYCE1L	100130958
ENSG00000184903.10	-0.438839601007811	4.83200855845252	-5.13158212954458	3.56292919273931e-07	7.41848093827742e-07	5.26094227173517	IMMP2L	83943
ENSG00000159216.19	0.470288271913352	7.6011695775314	5.1313251387373	3.56765107402964e-07	7.42751195690317e-07	5.25966439423455	RUNX1	861
ENSG00000112425.16	-0.392043773523281	3.01002726689072	-5.13087005131246	3.57602757868155e-07	7.44414878932868e-07	5.2574016360044	EPM2A	7957
ENSG00000103184.12	-0.989659276829992	-0.464071280920076	-5.13070959872179	3.57898545916675e-07	7.44950340482526e-07	5.25660388828349	SEC14L5	9717
ENSG00000010219.13	0.478966081018136	4.41833616961839	5.12966860614641	3.59823328779726e-07	7.48876003594781e-07	5.25142878901421	DYRK4	8798
ENSG00000105220.17	0.400013910996439	8.0229930062358	5.12902989554053	3.61009247346132e-07	7.51263238202368e-07	5.24825404756096	GPI	2821
ENSG00000077279.19	-1.65831726820157	-0.919244783897423	-5.1288081226282	3.61421904857743e-07	7.52040969198824e-07	5.24715180164028	DCX	1641
ENSG00000196628.20	-0.518112499538992	6.64900577862456	-5.12818637596906	3.62581234959927e-07	7.54372029828312e-07	5.24406186269574	TCF4	6925
ENSG00000168038.11	0.519446043463567	3.47890186353702	5.12788952243721	3.63136025583736e-07	7.55444943164615e-07	5.24258669258422	ULK4	54986
ENSG00000104883.8	0.658978794620627	6.56266269175031	5.12754573666253	3.63779553723101e-07	7.56702209413466e-07	5.24087839985869	PEX11G	92960
ENSG00000188818.12	0.826650577610911	2.32619089005449	5.12741411517826	3.64026226043835e-07	7.57133789267312e-07	5.24022439307566	ZDHHC11	79844
ENSG00000108669.16	0.353161278967411	6.44970076173978	5.12510252209372	3.68384843203981e-07	7.65894649585768e-07	5.22874101661478	CYTH1	9267
ENSG00000172716.16	-0.564703255528335	5.56658850006502	-5.12509611621311	3.683969916115e-07	7.65894649585768e-07	5.22870920067433	SLFN11	91607
ENSG00000105497.8	-0.465897103897912	3.76725939000285	-5.1244532439326	3.69618136195025e-07	7.68350710751694e-07	5.22551645173362	ZNF175	7728
ENSG00000163565.19	-0.567820220012569	7.36928131647063	-5.12414815708333	3.70199021184113e-07	7.69392651020408e-07	5.22400140578496	IFI16	3428
ENSG00000163376.11	0.608669192993246	2.28518626532709	5.12316606497489	3.72074923058395e-07	7.73208193162874e-07	5.21912496147095	KBTBD8	84541
ENSG00000142661.19	-0.679745274453707	0.625416542988884	-5.12185421255758	3.74595044699573e-07	7.78361522373491e-07	5.2126125078787	MYOM3	127294
ENSG00000011600.12	0.581463557519237	10.4838234537907	5.11886444091737	3.80400330136477e-07	7.90339167302264e-07	5.19777618594053	TYROBP	7305
ENSG00000234690.7	-0.856964079720781	2.09075507100568	-5.11653056033319	3.84992414964481e-07	7.99691732555518e-07	5.18620029065401	EPCAM-DT	101927043
ENSG00000253485.2	-0.835654676825016	1.13117975740157	-5.11651357637742	3.85026027771968e-07	7.99691732555518e-07	5.18611606953023	PCDHGA5	56110
ENSG00000173915.16	0.332455468653034	10.6941755123623	5.11621258090778	3.85622196308328e-07	8.00843860275669e-07	5.1846235175832	ATP5MK	84833
ENSG00000197520.10	1.08686101817408	1.47026158255588	5.11483206892071	3.88367967348126e-07	8.06459463961206e-07	5.17777900407236	FAM177B	400823
ENSG00000151650.8	-0.645294073738285	2.45353661873829	-5.11303006208833	3.9198051981024e-07	8.13873568539792e-07	5.16884735156442	VENTX	27287
ENSG00000091009.8	0.254625341102267	5.45720816651076	5.11180290322612	3.94459222438695e-07	8.18844106927864e-07	5.16276662836424	RBM27	54439
ENSG00000154305.18	0.372274865336297	7.23828485419299	5.1116440172643	3.9478125733907e-07	8.19424554558522e-07	5.16197942920269	MIA3	375056
ENSG00000187742.15	0.317023395892658	6.20529111727057	5.11160447130179	3.94861449789408e-07	8.19502953054553e-07	5.1617835026393	SECISBP2	79048
ENSG00000115828.17	0.735910613918115	6.07398838010533	5.11094240620274	3.96206345456958e-07	8.22205841823775e-07	5.15850357817056	QPCT	25797
ENSG00000112855.17	0.257847541213425	6.94695018003586	5.11019830348639	3.97723174466002e-07	8.25264907017639e-07	5.15481770939507	HARS2	23438
ENSG00000165392.11	-0.322190998479905	4.90325919683007	-5.10981664105194	3.9850335724586e-07	8.26794958143649e-07	5.15292736287911	WRN	7486
ENSG00000078668.14	0.407604472386819	8.91691009755443	5.10925617764258	3.9965172142148e-07	8.29088483077766e-07	5.1501516686208	VDAC3	7419
ENSG00000103313.13	0.685531972666951	-0.211687217879526	5.10907976180856	4.00013850922208e-07	8.29750625160015e-07	5.14927802868053	MEFV	4210
ENSG00000282164.3	0.784270903758691	0.472856987469317	5.10878032842617	4.00629225218961e-07	8.30937875540036e-07	5.14779525073106	PEG13	359809
ENSG00000109424.4	-1.39411269032973	0.94499584853791	-5.10790225761226	4.02439055014789e-07	8.346020037333e-07	5.14344756257473	UCP1	7350
ENSG00000103152.12	0.27792101345768	7.81259628623899	5.10707670435144	4.04147844904662e-07	8.38055825232745e-07	5.13936055120495	MPG	4350
ENSG00000119535.18	0.807025871180749	4.4157323791641	5.10572399452613	4.06962952885382e-07	8.43802760957369e-07	5.13266512377394	CSF3R	1441
ENSG00000157014.11	0.31235241308034	5.55028012867238	5.10424923700243	4.10053647771112e-07	8.50028583286011e-07	5.12536750434224	TATDN2	9797
ENSG00000188976.11	0.33138696899896	6.68058369526845	5.10127336657217	4.16359499396509e-07	8.62915224690672e-07	5.11064788585032	NOC2L	26155
ENSG00000007866.22	-0.344200604852232	7.26943771066544	-5.10084349487971	4.17278106958044e-07	8.64726289445987e-07	5.10852226856328	TEAD3	7005
ENSG00000164252.13	0.288878391581008	5.42258067096562	5.09858566609258	4.22135193932281e-07	8.74603997896162e-07	5.09736058712326	AGGF1	55109
ENSG00000154146.13	-0.594563392389238	5.54870774466104	-5.09655622038558	4.26547574267843e-07	8.83651049834445e-07	5.08733189409043	NRGN	4900
ENSG00000221843.4	0.567904284956957	1.97358225882743	5.09625085917386	4.27215330604638e-07	8.84939497814754e-07	5.08582324851817	C2orf16	84226
ENSG00000122512.16	0.309821362442895	4.19455691718444	5.09598597377533	4.27795393650858e-07	8.86046039942884e-07	5.08451464368679	PMS2	5395
ENSG00000111011.18	0.217036753423626	6.82540826511973	5.09570643611222	4.28408368653216e-07	8.87220504464283e-07	5.08313372212057	RSRC2	65117
ENSG00000183530.14	0.327394366229129	6.05457186917484	5.09466877851882	4.30691194500511e-07	8.9185255604683e-07	5.07800829624713	PRR14L	253143
ENSG00000164627.18	0.876766836896378	0.273928764340391	5.09441774890729	4.31245218115682e-07	8.92904086126339e-07	5.07676850323492	KIF6	221458
ENSG00000158863.22	-0.357097520529553	5.75036404505009	-5.09420155431203	4.31722912643812e-07	8.93797366461596e-07	5.07570080055703	FHIP2B	64760
ENSG00000144048.10	0.218572246427059	6.07294284552447	5.09169426407985	4.37300407212858e-07	9.05150462502732e-07	5.06332136327104	DUSP11	8446
ENSG00000124143.10	-2.05527736697175	3.13527298848104	-5.09164272843186	4.37415776035441e-07	9.05292260708448e-07	5.06306697246796	ARHGAP40	343578
ENSG00000114631.11	0.749375969013232	7.86492381312528	5.08965727781654	4.41882913133198e-07	9.14243773793201e-07	5.05326821445433	PODXL2	50512
ENSG00000243725.7	0.47157001664477	1.56063537885605	5.08917078728578	4.42984192247117e-07	9.16326011974494e-07	5.05086779499097	TTC4	7268
ENSG00000108528.14	-0.24929867860476	8.36885652277299	-5.08866900213736	4.44122872719208e-07	9.18583046594183e-07	5.04839213564223	SLC25A11	8402
ENSG00000123545.6	-0.403943539356964	6.68978377844424	-5.0885659681358	4.44357033330817e-07	9.18968972260434e-07	5.04788382480155	NDUFAF4	29078
ENSG00000164867.11	-0.497034896492335	3.37139908461658	-5.08829012283648	4.44984521617968e-07	9.20168164056509e-07	5.04652300950166	NOS3	4846
ENSG00000162244.12	-0.317511735296783	12.3242953792272	-5.08637887023906	4.49355787701573e-07	9.28809662617055e-07	5.03709621853169	RPL29	6159
ENSG00000103174.13	0.335404820641113	4.15321706701572	5.08607060465889	4.50064703389237e-07	9.30175450954668e-07	5.03557608515633	NAGPA	51172
ENSG00000067900.8	-0.309498160349271	6.50582795832523	-5.0859630043235	4.5031240531298e-07	9.30587831176311e-07	5.03504550185072	ROCK1	6093
ENSG00000214013.9	-0.31390154963799	4.30132124416868	-5.08492448509495	4.52709915646203e-07	9.35442309386389e-07	5.02992504793249	GANC	2595
ENSG00000115289.14	0.229114987805266	7.62693822751987	5.08451987803607	4.53647320589623e-07	9.37279030925169e-07	5.02793038553158	PCGF1	84759
ENSG00000100599.16	-0.438683217286659	4.23338516558202	-5.08337662355697	4.56306193273903e-07	9.42671697322775e-07	5.02229509040199	RIN3	79890
ENSG00000160179.19	0.598276796938755	5.97196957964153	5.08115008838044	4.6152774550583e-07	9.53356820752953e-07	5.01132354303446	ABCG1	9619
ENSG00000140474.14	0.325901205074493	6.77080273940691	5.08043660450127	4.63213150995435e-07	9.56735983206437e-07	5.00780871334428	ULK3	25989
ENSG00000286342.1	1.09284613994657	2.88910622544204	5.08014641002262	4.63900354039345e-07	9.58052922742364e-07	5.00637926355219	LOC105375328	105375328
ENSG00000157423.18	1.14041916154828	-0.109795427916328	5.07945403470932	4.65543933927832e-07	9.61344491247231e-07	5.00296904809092	HYDIN	54768
ENSG00000163485.17	-0.957762216578238	4.39595663913796	-5.0791832691786	4.66188213968101e-07	9.62572030508314e-07	5.00163554237391	ADORA1	134
ENSG00000115648.14	1.27634465303503	8.12289056589755	5.0779699802871	4.69085800698111e-07	9.68451373077494e-07	4.99566098098949	MLPH	79083
ENSG00000100422.14	-0.459765329166706	6.14328416453624	-5.07669193069396	4.72156867412974e-07	9.7468757904294e-07	4.98936897291122	CERK	64781
ENSG00000251580.3	0.711526166040982	1.47951359442964	5.07459622037441	4.7723480869297e-07	9.84959619052435e-07	4.97905473780351	LINC02482	105374366
ENSG00000135365.16	0.286348100220676	5.64261022561247	5.07188546274485	4.83881334945301e-07	9.98570625838407e-07	4.9657194337949	PHF21A	51317
ENSG00000119906.13	0.265629918664206	5.92254294773115	5.0717862834773	4.84126201465451e-07	9.98969233060199e-07	4.96523165834955	SLF2	55719
ENSG00000105829.13	0.299251090699552	5.891201130377	5.07104784927846	4.859531104813e-07	1.00263186887512e-06	4.96160023325899	BET1	10282
ENSG00000177733.7	0.384554272462552	7.92184014678199	5.06993945066932	4.88707830932653e-07	1.00820780413894e-06	4.95615035455718	HNRNPA0	10949
ENSG00000248329.6	1.19829449891235	1.92420912906478	5.06974503221224	4.89192574876022e-07	1.00910007063054e-06	4.95519453514572	APELA	100506013
ENSG00000188636.4	-0.472790579121347	6.32854755436203	-5.06966873729647	4.89382928035655e-07	1.00938494595268e-06	4.95481945589496	RTL6	84247
ENSG00000116030.17	0.232919288994894	10.2351097991318	5.06963782240987	4.8946007997329e-07	1.00943630030149e-06	4.95466747437685	SUMO1	7341
ENSG00000239332.6	-0.609358226646286	0.70737135842955	-5.06859079633243	4.920800132269e-07	1.01451458863578e-06	4.94952067589018	LINC01119	100134259
ENSG00000147912.13	0.451969834311842	3.06415459279268	5.06803456900294	4.93477344970877e-07	1.01717833441607e-06	4.94678687204746	FBXO10	26267
ENSG00000186787.9	0.39370096286584	5.29662719145678	5.0679602237021	4.93664402405345e-07	1.01745534254416e-06	4.94642149343468	SPIN2B	474343
ENSG00000185905.4	-0.892239581584249	3.90436554445384	-5.06738078425537	4.95124657759671e-07	1.02035610610213e-06	4.94357394386798	C16orf54	283897
ENSG00000105136.21	0.400049528480341	3.70325029646236	5.06647339356743	4.97419776385978e-07	1.02497655895726e-06	4.93911535335132	ZNF419	79744
ENSG00000156218.13	-0.761694642731582	2.94243760842936	-5.06489602949655	5.01433984813169e-07	1.03313798193481e-06	4.93136654392527	ADAMTSL3	57188
ENSG00000135314.12	0.813247979266683	2.13407178932271	5.06354229903437	5.04904010939314e-07	1.04006565187947e-06	4.92471814664943	KHDC1	80759
ENSG00000072803.17	-0.278932275058119	6.86200911345334	-5.06298783487858	5.06331959145481e-07	1.04289591499866e-06	4.92199556309037	FBXW11	23291
ENSG00000172007.7	-0.313161066070261	5.30104611529507	-5.06253013396411	5.07513645340863e-07	1.04521840092695e-06	4.9197483272022	RAB33B	83452
ENSG00000109881.17	0.526346743705496	7.27051274708307	5.06050364131639	5.12777705594144e-07	1.05594709696916e-06	4.90980088075376	CCDC34	91057
ENSG00000099308.10	-0.378789435375703	3.7953939236771	-5.05983151593584	5.14535251750533e-07	1.05945342073298e-06	4.90650244613273	MAST3	23031
ENSG00000172428.11	0.438135885196598	8.71754604616056	5.05958489903138	5.15181590489921e-07	1.06055818042245e-06	4.90529228468588	COPS9	150678
ENSG00000110344.10	-0.559931336020152	5.71237823837441	-5.05755271109809	5.20537533553906e-07	1.07146980002071e-06	4.8953223510694	UBE4A	9354
ENSG00000169435.14	-1.03422060236276	3.87405272212087	-5.0572875847742	5.21240242514452e-07	1.07280193957961e-06	4.89402191680033	RASSF6	166824
ENSG00000115268.10	-0.360317585936598	10.7731057629257	-5.05620900323887	5.24108447450945e-07	1.07847539282673e-06	4.88873217808318	RPS15	6209
ENSG00000166770.11	-0.805493914048862	2.9178814742181	-5.05597743390704	5.24726230351595e-07	1.07963162402089e-06	4.88759662009796	ZNF667-AS1	100128252
ENSG00000183666.17	0.427278766839685	3.00341542263332	5.05509379008237	5.27090093572942e-07	1.08437981125049e-06	4.88326390205394	GUSBP1	728411
ENSG00000198513.13	-0.524232671758627	3.23476970352665	-5.05451299851819	5.28649386103646e-07	1.08747192426262e-06	4.880416529725	ATL1	51062
ENSG00000180432.6	-1.02845154317888	-1.39197672528398	-5.05181902877285	5.35940534724761e-07	1.1022356275751e-06	4.8672131774709	CYP8B1	1582
ENSG00000241352.3	-0.669551748423111	3.14896887761063	-5.05122610951469	5.3755824517097e-07	1.10544498405501e-06	4.86430812453332	RPS6P1	440086
ENSG00000134602.16	0.697611987323666	6.67108931304901	5.05118207246885	5.37678583047317e-07	1.10557475969218e-06	4.86409237449001	STK26	51765
ENSG00000172977.13	-0.318939075394584	4.7376867888897	-5.05080632051476	5.38706440762961e-07	1.10757035149626e-06	4.86225153055507	KAT5	10524
ENSG00000254531.1	-0.584156465303832	5.28376278916456	-5.04785937536791	5.468337919555e-07	1.12392118235944e-06	4.84781864201692	FLJ20021	90024
ENSG00000164830.18	-0.383552174346635	6.26429436793432	-5.04685841222719	5.49621186590557e-07	1.12953000878259e-06	4.84291815323243	OXR1	55074
ENSG00000165997.5	0.394236993173997	6.38993948763559	5.04537307685803	5.53782724319762e-07	1.13796135181461e-06	4.83564797422193	ARL5B	221079
ENSG00000136404.16	-0.540776629021923	3.9284980237984	-5.04448866768326	5.56275055007893e-07	1.1429612329975e-06	4.8313200685644	TM6SF1	53346
ENSG00000168653.11	0.316420286426754	12.4534835669077	5.04347174935177	5.59154196854876e-07	1.14875473517415e-06	4.82634460499285	NDUFS5	4725
ENSG00000169220.18	0.463779113246595	5.26562124770532	5.04321287663434	5.59889423218349e-07	1.15014290490558e-06	4.82507817253293	RGS14	10636
ENSG00000256043.4	-0.399298169882521	6.3537102130365	-5.04052569315491	5.67576670571621e-07	1.16581032664567e-06	4.81193580519461	CTSO	1519
ENSG00000175029.17	0.423573983478717	6.68061956770526	5.04032418480661	5.68157217638507e-07	1.16687870830754e-06	4.81095054226125	CTBP2	1488
ENSG00000146038.12	-1.45387070157892	2.75428124264356	-5.03984621373353	5.6953655023078e-07	1.16958723050475e-06	4.80861367983216	DCDC2	51473
ENSG00000267041.6	0.548483893940357	2.42051262362969	5.03917440577708	5.71480727194259e-07	1.17345500509552e-06	4.80532947662886	ZNF850	342892
ENSG00000172057.10	-0.615512162684706	8.31167531584549	-5.037980510529	5.7495162475479e-07	1.18045652960071e-06	4.79949401278381	ORMDL3	94103
ENSG00000241288.8	0.712176622694419	1.56181544532744	5.03754421580449	5.76225094817898e-07	1.18294541782063e-06	4.79736183728766	LINC02614	101927056
ENSG00000138185.20	0.366665195653525	5.22271730731953	5.03699703478512	5.77826073891427e-07	1.18598003563903e-06	4.79468800549307	ENTPD1	953
ENSG00000132334.17	-0.411200120863888	4.83481187080813	-5.03564790508823	5.81791822613068e-07	1.19399282154884e-06	4.78809657370589	PTPRE	5791
ENSG00000155463.14	-0.237495112129594	8.05477309350223	-5.03524149160783	5.82991612350197e-07	1.19632801862982e-06	4.78611128867768	OXA1L	5018
ENSG00000133937.5	-0.940818483951134	4.65045377212635	-5.03466673644512	5.84692450113523e-07	1.19969078611716e-06	4.78330393073369	GSC	145258
ENSG00000136689.19	0.832568924333916	5.09260213532484	5.03456040738343	5.85007627999173e-07	1.20020999975446e-06	4.78278460574225	IL1RN	3557
ENSG00000106952.7	0.665467819634775	2.53640679682081	5.03381717048561	5.87215297856993e-07	1.20461135435929e-06	4.77915482837416	TNFSF8	944
ENSG00000177614.11	1.05301212773169	1.99466691989007	5.03320071056898	5.89052498203829e-07	1.20825187516475e-06	4.77614458004767	PGBD5	79605
