genes	logFC	logCPM	PValue	FDR	symbol	entrez
ENSG00000255468.7	ENSG00000255468.7	0.463959978897187	0.753023592491934	1.09416470975973e-05	2.0818550047413e-05	B4GAT1-DT	102724064
ENSG00000084731.15	ENSG00000084731.15	0.462547275569339	4.74685566117669	1.09887530418908e-05	2.09061188953364e-05	KIF3C	3797
ENSG00000158246.8	ENSG00000158246.8	-0.659685690874166	4.39330217896654	1.09992703006927e-05	2.09220070567922e-05	TENT5B	115572
ENSG00000214293.9	ENSG00000214293.9	0.383725796283574	3.63343543722914	1.09984447930468e-05	2.09220070567922e-05	APTR	100505854
ENSG00000265485.7	ENSG00000265485.7	-0.786944670316455	-1.23397069156335	1.10308766675325e-05	2.09800605949977e-05	LINC01915	729950
ENSG00000236801.1	ENSG00000236801.1	-0.5786532356281	-0.791401928456412	1.10427962128128e-05	2.10006632446464e-05	RPL24P8	100270964
ENSG00000179542.16	ENSG00000179542.16	-0.694501051342937	2.50042111998625	1.1056497257446e-05	2.10246494752772e-05	SLITRK4	139065
ENSG00000185813.11	ENSG00000185813.11	0.399468955489505	5.2750248965726	1.11508679533844e-05	2.12020144806575e-05	PCYT2	5833
ENSG00000013375.16	ENSG00000013375.16	0.328959293992092	5.45874717954784	1.11721112326778e-05	2.12403154013256e-05	PGM3	5238
ENSG00000171208.10	ENSG00000171208.10	0.774990334828336	4.26896444505577	1.11740163028749e-05	2.12418467761206e-05	NETO2	81831
ENSG00000146834.14	ENSG00000146834.14	0.271492325751437	6.24346738063561	1.12054246365791e-05	2.12994581451771e-05	MEPCE	56257
ENSG00000172986.13	ENSG00000172986.13	0.693357867039039	4.40424815407102	1.12407677813047e-05	2.13645367964625e-05	GXYLT2	727936
ENSG00000006125.18	ENSG00000006125.18	0.413813492707454	8.73015144275033	1.12595489683917e-05	2.13981275918731e-05	AP2B1	163
ENSG00000251562.8	ENSG00000251562.8	1.03160555402698	9.12029564197568	1.12615839447885e-05	2.13998896955956e-05	MALAT1	378938
ENSG00000108651.10	ENSG00000108651.10	0.256279235422298	5.6305682051761	1.12895729878492e-05	2.14509659662901e-05	UTP6	55813
ENSG00000148219.17	ENSG00000148219.17	0.787421561521231	4.68916109870133	1.13364564877902e-05	2.15379294287108e-05	ASTN2	23245
ENSG00000146872.18	ENSG00000146872.18	0.310432217062618	5.42541399677337	1.13443876555502e-05	2.15495853568381e-05	TLK2	11011
ENSG00000149262.17	ENSG00000149262.17	0.45540513169678	5.05026213737966	1.13892399480964e-05	2.16318294481689e-05	INTS4	92105
ENSG00000043039.7	ENSG00000043039.7	-0.783178300723211	4.85443354009998	1.14065914094689e-05	2.16626556083485e-05	BARX2	8538
ENSG00000141665.13	ENSG00000141665.13	0.746434150378455	1.24551256441684	1.14202659254597e-05	2.16864933793404e-05	FBXO15	201456
ENSG00000107036.12	ENSG00000107036.12	-0.312398093206588	5.1300533036601	1.1483659608552e-05	2.18047313070579e-05	RIC1	57589
ENSG00000173914.12	ENSG00000173914.12	0.276539229597197	4.4637118391164	1.14879020523167e-05	2.18106429333322e-05	RBM4B	83759
ENSG00000182093.16	ENSG00000182093.16	0.35046448439414	4.34300256137331	1.14892264784289e-05	2.18110138669702e-05	GET1	7485
ENSG00000081985.13	ENSG00000081985.13	1.26647323714293	2.72401722148579	1.15286601542571e-05	2.18837237751732e-05	IL12RB2	3595
ENSG00000106631.8	ENSG00000106631.8	-1.29068532144694	0.0255582592366411	1.15980570173597e-05	2.20132899844128e-05	MYL7	58498
ENSG00000198796.7	ENSG00000198796.7	0.826618264725192	1.074684333236	1.16426007182813e-05	2.20956636875684e-05	ALPK2	115701
ENSG00000169442.9	ENSG00000169442.9	1.01669101056153	4.65694292261329	1.17600831169862e-05	2.23164327754361e-05	CD52	1043
ENSG00000090861.17	ENSG00000090861.17	0.350126402933063	7.35044006727214	1.17842957169585e-05	2.23601831509875e-05	AARS1	16
ENSG00000281404.2	ENSG00000281404.2	0.613869746599857	2.07316744363559	1.18156304427762e-05	2.2417437526375e-05	LINC01176	100506516
ENSG00000196290.16	ENSG00000196290.16	0.221684557749516	4.67157944744534	1.18243888998498e-05	2.24318515925856e-05	NIF3L1	60491
ENSG00000186787.9	ENSG00000186787.9	0.387326621242601	1.159863272484	1.1845213332321e-05	2.24691507417299e-05	SPIN2B	474343
ENSG00000144713.13	ENSG00000144713.13	-0.327753076236421	9.70875886526749	1.19325700906289e-05	2.26326351507874e-05	RPL32	6161
ENSG00000079482.13	ENSG00000079482.13	-0.445531094381893	4.25675708610646	1.19395223281122e-05	2.26435983049746e-05	OPHN1	4983
ENSG00000122435.10	ENSG00000122435.10	-0.303522833828388	3.43662246798398	1.19941646241862e-05	2.27449957995512e-05	TRMT13	54482
ENSG00000174327.7	ENSG00000174327.7	0.457372423870217	2.29487551062048	1.20108795185072e-05	2.27744572574128e-05	SLC16A13	201232
ENSG00000125351.12	ENSG00000125351.12	0.339845933633895	4.08174033315355	1.20307131292585e-05	2.28098259133395e-05	UPF3B	65109
ENSG00000131236.18	ENSG00000131236.18	0.249108943194146	8.61188973389496	1.20442242810599e-05	2.28332016350849e-05	CAP1	10487
ENSG00000160185.15	ENSG00000160185.15	0.888670065355684	1.30311203836975	1.20509934685175e-05	2.28437927411267e-05	UBASH3A	53347
ENSG00000122085.17	ENSG00000122085.17	-0.24719427405987	4.66620088053038	1.20873208713565e-05	2.29104066515762e-05	MTERF4	130916
ENSG00000254876.5	ENSG00000254876.5	-0.574475222666321	-0.203924096107053	1.21135648274456e-05	2.29578971192578e-05	SUGT1P4-STRA6LP	100499484
ENSG00000010932.17	ENSG00000010932.17	-0.683976902677023	3.22642175576178	1.21395937065936e-05	2.30049706909922e-05	FMO1	2326
ENSG00000169862.19	ENSG00000169862.19	1.00336032493513	4.030083953235	1.21501365955825e-05	2.30226913931794e-05	CTNND2	1501
ENSG00000150527.17	ENSG00000150527.17	0.329899840777528	5.7277757606562	1.2212005618285e-05	2.31376544266408e-05	MIA2	4253
ENSG00000253661.2	ENSG00000253661.2	-0.771740601764991	-0.371861968466576	1.22257964235447e-05	2.31615117495378e-05	ZFHX4-AS1	100192378
ENSG00000164040.18	ENSG00000164040.18	-0.302812674747802	6.93066080454385	1.2231778873821e-05	2.31705730814349e-05	PGRMC2	10424
ENSG00000172878.14	ENSG00000172878.14	-0.336437890053687	3.02189708889054	1.23407468276179e-05	2.33746982268775e-05	METAP1D	254042
ENSG00000140416.23	ENSG00000140416.23	-0.410002993776515	8.13705762503129	1.23521864357682e-05	2.33940723104088e-05	TPM1	7168
ENSG00000214290.8	ENSG00000214290.8	-0.753553010276369	0.427780199842287	1.24965822415839e-05	2.36652265212154e-05	COLCA2	120376
ENSG00000001461.17	ENSG00000001461.17	-0.385504733840366	5.65593576619116	1.25063672987206e-05	2.36791143268337e-05	NIPAL3	57185
ENSG00000175048.17	ENSG00000175048.17	-0.385806408791424	3.57094126188024	1.25614657784409e-05	2.37811050478166e-05	ZDHHC14	79683
ENSG00000090612.22	ENSG00000090612.22	-0.336538828362573	4.89359148569515	1.25972796930692e-05	2.38465702215298e-05	ZNF268	10795
ENSG00000010244.19	ENSG00000010244.19	0.199464768353711	7.12443524318149	1.26205896148861e-05	2.38883549069538e-05	ZNF207	7756
ENSG00000055950.16	ENSG00000055950.16	0.28994381528557	5.43008730986458	1.26410682435583e-05	2.39247728352169e-05	MRPL43	84545
ENSG00000140577.16	ENSG00000140577.16	-0.235663484135199	5.88885712931841	1.27207580310608e-05	2.4073237034094e-05	CRTC3	64784
ENSG00000143442.22	ENSG00000143442.22	0.328760214360345	7.20362296078816	1.27322944895923e-05	2.40927088794146e-05	POGZ	23126
ENSG00000182077.12	ENSG00000182077.12	-1.30955065670048	-0.318263236433557	1.27461817613405e-05	2.41166248056392e-05	PTCHD3	374308
ENSG00000162836.12	ENSG00000162836.12	0.461730910414187	4.56993745540073	1.28396120348423e-05	2.42886432911363e-05	ACP6	51205
ENSG00000222033.1	ENSG00000222033.1	1.21154792600256	0.26208646876755	1.28582676993589e-05	2.43200163953638e-05	LINC01124	440925
ENSG00000128815.19	ENSG00000128815.19	0.700829462305858	3.81901324830176	1.29025008272797e-05	2.44004416036602e-05	WDFY4	57705
ENSG00000189306.11	ENSG00000189306.11	0.39606627730431	5.20785127897192	1.29490261182115e-05	2.44836338016648e-05	RRP7A	27341
ENSG00000160336.16	ENSG00000160336.16	0.334076083740822	4.65562330057429	1.29521373468002e-05	2.4487119716724e-05	ZNF761	388561
ENSG00000103534.17	ENSG00000103534.17	1.10112128649088	5.65950723062601	1.29665193698313e-05	2.45119112620022e-05	TMC5	79838
ENSG00000121486.12	ENSG00000121486.12	0.339632907804332	5.16628778060279	1.29783503936699e-05	2.45318760180935e-05	TRMT1L	81627
ENSG00000012171.20	ENSG00000012171.20	0.910906180593945	5.45714590104055	1.305842727695e-05	2.46752384713691e-05	SEMA3B	7869
ENSG00000281183.1	ENSG00000281183.1	-0.714028544952682	0.343905701060974	1.30593041790702e-05	2.46752384713691e-05	NPTN-IT1	101241892
ENSG00000172943.20	ENSG00000172943.20	0.327276145438453	5.97953983989616	1.30632958197248e-05	2.46803666156914e-05	PHF8	23133
ENSG00000186566.13	ENSG00000186566.13	-0.282143049710478	6.04281553460131	1.3091733693326e-05	2.47292570145373e-05	GPATCH8	23131
ENSG00000099940.12	ENSG00000099940.12	0.28202217075424	5.74003779662671	1.3139943741514e-05	2.48178953068603e-05	SNAP29	9342
ENSG00000186162.10	ENSG00000186162.10	0.287760258424834	3.23524653796463	1.3174293972775e-05	2.48803412812657e-05	CIDECP1	152302
ENSG00000100033.16	ENSG00000100033.16	1.20589680356702	2.98549320077322	1.32031688175994e-05	2.49324355052185e-05	PRODH	5625
ENSG00000253276.4	ENSG00000253276.4	-0.403900967575688	4.83750133199259	1.32151597911889e-05	2.49526397073783e-05	CCDC71L	168455
ENSG00000117560.8	ENSG00000117560.8	0.929300474154871	0.482944245093918	1.32404333314877e-05	2.49979174254965e-05	FASLG	356
ENSG00000171790.15	ENSG00000171790.15	0.783426911345449	-0.799168570369471	1.32720411821523e-05	2.505514429364e-05	SLFNL1	200172
ENSG00000072694.21	ENSG00000072694.21	-0.524345190824311	3.3371521092862	1.32847381629904e-05	2.50766632629128e-05	FCGR2B	2213
ENSG00000164406.8	ENSG00000164406.8	0.672713103288502	-0.0414541945641439	1.32904540520514e-05	2.50850016001494e-05	LEAP2	116842
ENSG00000043462.13	ENSG00000043462.13	0.522833703327551	4.7735852284815	1.33306213241644e-05	2.51583570476952e-05	LCP2	3937
ENSG00000162959.13	ENSG00000162959.13	0.368477397466519	1.10276537753244	1.34488313038214e-05	2.5376491807699e-05	MEMO1	51072
ENSG00000125775.15	ENSG00000125775.15	0.714273632614104	2.10939736019474	1.34864747805814e-05	2.54450356295802e-05	SDCBP2	27111
ENSG00000132122.12	ENSG00000132122.12	-0.41175350094996	4.17751045861519	1.35277617162278e-05	2.55204395345789e-05	SPATA6	54558
ENSG00000012983.11	ENSG00000012983.11	-0.269654925761688	5.75599387513562	1.35461422098755e-05	2.55526193936505e-05	MAP4K5	11183
ENSG00000114423.23	ENSG00000114423.23	-0.283012286796794	5.21362880517369	1.35594703883184e-05	2.55727666661657e-05	CBLB	868
ENSG00000197181.12	ENSG00000197181.12	-0.832702345751284	0.892655696662189	1.35713806813318e-05	2.55927305741865e-05	PIWIL2	55124
ENSG00000114933.16	ENSG00000114933.16	-0.302118179284371	4.87496610131566	1.35819857025685e-05	2.56102293608803e-05	INO80D	54891
ENSG00000168268.11	ENSG00000168268.11	0.547888818673304	5.62141932928104	1.35848223336845e-05	2.56130780638412e-05	NT5DC2	64943
ENSG00000075391.17	ENSG00000075391.17	-0.360838402278737	5.60618080384237	1.35881543560543e-05	2.56168601395782e-05	RASAL2	9462
ENSG00000141580.16	ENSG00000141580.16	0.322943896521293	6.87356474797182	1.3609348707526e-05	2.56543128739254e-05	WDR45B	56270
ENSG00000256294.8	ENSG00000256294.8	-0.321313765041467	2.78933705785504	1.36350476152654e-05	2.570024878834e-05	ZNF225	7768
ENSG00000163755.9	ENSG00000163755.9	0.384104974772997	5.001935665342	1.36436544737894e-05	2.57139626463087e-05	HPS3	84343
ENSG00000159596.7	ENSG00000159596.7	0.250351828416318	4.94965779928397	1.37960281664981e-05	2.59986022944504e-05	TMEM69	51249
ENSG00000171564.12	ENSG00000171564.12	2.98960562926966	3.72121845140295	1.3886811527235e-05	2.61620270219549e-05	FGB	2244
ENSG00000105323.17	ENSG00000105323.17	0.235943301343227	8.00041247572496	1.39109682435274e-05	2.62049814264713e-05	HNRNPUL1	11100
ENSG00000171195.11	ENSG00000171195.11	-1.70502104319855	0.845411681009848	1.39331691264912e-05	2.62442434853313e-05	MUC7	4589
ENSG00000131375.10	ENSG00000131375.10	-0.290888052577905	5.56225161594859	1.40030092859962e-05	2.63732215449814e-05	CAPN7	23473
ENSG00000248810.2	ENSG00000248810.2	1.65003928524006	0.642992785698811	1.40175411194708e-05	2.63980170935793e-05	LINC02432	100507639
ENSG00000253598.3	ENSG00000253598.3	0.668571122440087	-0.829876851462501	1.4054447901297e-05	2.6464940496857e-05	SLC10A5	347051
ENSG00000173557.15	ENSG00000173557.15	1.12952371050105	0.354517205007387	1.40798043837037e-05	2.6510103419531e-05	FAM166C	339778
ENSG00000164929.17	ENSG00000164929.17	-0.799830254039781	1.70066619085097	1.42430874604034e-05	2.68123137361209e-05	BAALC	79870
ENSG00000121297.8	ENSG00000121297.8	-0.452519347548719	4.10357513005265	1.42903584192607e-05	2.68986791331265e-05	TSHZ3	57616
ENSG00000198088.10	ENSG00000198088.10	0.742030413648634	1.31798584686346	1.42988903742574e-05	2.69121165481201e-05	NUP62CL	54830
ENSG00000145332.14	ENSG00000145332.14	-0.316678573247328	4.54446455075844	1.43539054870175e-05	2.70130293422508e-05	KLHL8	57563
ENSG00000095970.17	ENSG00000095970.17	0.558355901718302	4.33817857438494	1.43595580480233e-05	2.70210347137847e-05	TREM2	54209
ENSG00000188266.14	ENSG00000188266.14	-0.362208563187878	2.36240850488345	1.4382925826659e-05	2.70623708112787e-05	HYKK	123688
ENSG00000139278.10	ENSG00000139278.10	-0.41670885529314	4.46284873097959	1.43911093582943e-05	2.70751315332615e-05	GLIPR1	11010
ENSG00000143190.23	ENSG00000143190.23	0.307047215219813	5.47230767178201	1.44190297818267e-05	2.712501872873e-05	POU2F1	5451
ENSG00000203697.12	ENSG00000203697.12	1.17369345981155	5.51764586820907	1.45144417784786e-05	2.73018487124294e-05	CAPN8	388743
ENSG00000049883.15	ENSG00000049883.15	-0.273613344202999	3.86721638873763	1.45314885353687e-05	2.73312526069761e-05	PTCD2	79810
ENSG00000093167.18	ENSG00000093167.18	0.341809747708834	6.04220467205587	1.45631519382007e-05	2.73881395192914e-05	LRRFIP2	9209
ENSG00000164332.8	ENSG00000164332.8	-0.24061979015301	4.96883914117632	1.45716586637488e-05	2.740147007362e-05	UBLCP1	134510
ENSG00000197976.12	ENSG00000197976.12	0.336573643030905	5.49258063328208	1.46008539285171e-05	2.74536982860709e-05	AKAP17A	8227
ENSG00000006534.16	ENSG00000006534.16	0.47977945022775	4.0750998729658	1.46447802829242e-05	2.75309328051314e-05	ALDH3B1	221
ENSG00000144959.11	ENSG00000144959.11	0.494563825942289	5.03155063785518	1.46442067796666e-05	2.75309328051314e-05	NCEH1	57552
ENSG00000196776.17	ENSG00000196776.17	-0.349325371430199	7.1006130525014	1.47231378287226e-05	2.76728523618664e-05	CD47	961
ENSG00000037965.6	ENSG00000037965.6	-0.440934709536065	2.58956386594338	1.47261887140118e-05	2.76758939174317e-05	HOXC8	3224
ENSG00000133226.17	ENSG00000133226.17	-0.242548068574368	6.5790804083423	1.481601567784e-05	2.78420030023846e-05	SRRM1	10250
ENSG00000279561.2	ENSG00000279561.2	0.7064995743186	0.699930439480899	1.49483777537957e-05	2.80825402555504e-05	LOC100132249	100132249
ENSG00000232956.9	ENSG00000232956.9	0.427718643565769	4.28599667747464	1.49569030089167e-05	2.80958238356916e-05	SNHG15	285958
ENSG00000159761.15	ENSG00000159761.15	-0.528295061281329	0.846603820982436	1.49584249578354e-05	2.80959507375269e-05	C16orf86	388284
ENSG00000179913.11	ENSG00000179913.11	-0.93788956107474	2.89791708566633	1.50197432282962e-05	2.82083802920694e-05	B3GNT3	10331
ENSG00000165617.15	ENSG00000165617.15	0.580739836037607	3.94871764221934	1.50322984510352e-05	2.82292156583161e-05	DACT1	51339
ENSG00000163577.8	ENSG00000163577.8	-0.435833544860778	2.85030599237444	1.5040995823049e-05	2.82428030044382e-05	EIF5A2	56648
ENSG00000151576.10	ENSG00000151576.10	0.272247116389689	5.02324685012152	1.50611107955312e-05	2.82778247009497e-05	QTRT2	79691
ENSG00000133962.8	ENSG00000133962.8	0.778177579639974	2.2093568789422	1.51305438977143e-05	2.84054273096254e-05	CATSPERB	79820
ENSG00000165475.15	ENSG00000165475.15	-0.341805668762997	4.60448965750672	1.51875386597739e-05	2.85096561878837e-05	CRYL1	51084
ENSG00000005981.13	ENSG00000005981.13	-0.966962997288944	-1.40480771742976	1.52516008030222e-05	2.86271302286031e-05	ASB4	51666
ENSG00000187908.20	ENSG00000187908.20	2.1292364026324	2.89217138883657	1.53329556806868e-05	2.87770366112414e-05	DMBT1	1755
ENSG00000167528.13	ENSG00000167528.13	-0.250796709224915	4.81220626946148	1.53432257449377e-05	2.87935141772593e-05	ZNF641	121274
ENSG00000176476.9	ENSG00000176476.9	0.377629889512516	3.9124444579773	1.53784375878327e-05	2.88539876963629e-05	SGF29	112869
ENSG00000277758.5	ENSG00000277758.5	-0.679146779680801	-0.139720563096432	1.54326420866415e-05	2.89500660157059e-05	SYT15B	102724488
ENSG00000101336.17	ENSG00000101336.17	0.56435704221811	4.3769494881852	1.54368835388265e-05	2.89552108168802e-05	HCK	3055
ENSG00000126860.12	ENSG00000126860.12	0.525144278891551	2.66442106770604	1.54865804435778e-05	2.90427881767825e-05	EVI2A	2123
ENSG00000243753.5	ENSG00000243753.5	0.62415916333266	2.56050687861409	1.55708516227514e-05	2.91951578810357e-05	HLA-L	3139
ENSG00000105131.8	ENSG00000105131.8	1.155153160327	0.832543043665588	1.56347825920565e-05	2.93093381963462e-05	EPHX3	79852
ENSG00000139842.15	ENSG00000139842.15	0.279056311848903	6.87230930914083	1.56365020396071e-05	2.93097172910082e-05	CUL4A	8451
ENSG00000120093.11	ENSG00000120093.11	0.873679030806885	4.80636318289798	1.57223484226563e-05	2.94677720800304e-05	HOXB3	3213
ENSG00000146112.12	ENSG00000146112.12	0.381223961044707	6.24102036679561	1.57327359885282e-05	2.94843804643373e-05	PPP1R18	170954
ENSG00000151779.13	ENSG00000151779.13	-0.245748272032068	6.07730416749051	1.57512478841519e-05	2.95162097803906e-05	NBAS	51594
ENSG00000263293.2	ENSG00000263293.2	-0.709840936414359	-1.54570756743651	1.57657896200536e-05	2.95405939748007e-05	EFCAB13-DT	102724508
ENSG00000135185.12	ENSG00000135185.12	-0.292463488135261	3.65120356480244	1.58282245821406e-05	2.9651827237955e-05	TMEM243	79161
ENSG00000006451.8	ENSG00000006451.8	0.223675603459051	6.42131391873245	1.58628536851944e-05	2.97138182382028e-05	RALA	5898
ENSG00000175105.8	ENSG00000175105.8	-0.321325620814954	4.55786856699697	1.59254080594423e-05	2.98281009203322e-05	ZNF654	55279
ENSG00000068912.14	ENSG00000068912.14	0.247859342606484	6.60668949657484	1.5976364737279e-05	2.99206412016244e-05	ERLEC1	27248
ENSG00000143756.12	ENSG00000143756.12	0.331988151748422	6.26263347818621	1.60152541083295e-05	2.99905660008442e-05	FBXO28	23219
ENSG00000176723.10	ENSG00000176723.10	-0.427213758574681	1.20834197491503	1.60577881398413e-05	3.00673016657414e-05	ZNF843	283933
ENSG00000204542.3	ENSG00000204542.3	2.15439806201778	2.42170113672838	1.61143563237474e-05	3.01673743058584e-05	C6orf15	29113
ENSG00000100271.17	ENSG00000100271.17	0.310241391276727	3.35380112014364	1.61474658931435e-05	3.02264288879598e-05	TTLL1	25809
ENSG00000102763.18	ENSG00000102763.18	-0.369094326920521	5.27763642680164	1.61510815245225e-05	3.023026769603e-05	VWA8	23078
ENSG00000153558.16	ENSG00000153558.16	0.395221990388899	3.84216570215224	1.61666194506129e-05	3.02564187702906e-05	FBXL2	25827
ENSG00000103489.12	ENSG00000103489.12	-0.512623859886502	4.9164954841476	1.61948750557198e-05	3.03004935909342e-05	XYLT1	64131
ENSG00000185972.6	ENSG00000185972.6	0.677479822637846	-0.67550504512796	1.61933072042333e-05	3.03004935909342e-05	CCIN	881
ENSG00000160352.16	ENSG00000160352.16	0.511621667877795	3.55904280926313	1.63688952890003e-05	3.0623118263888e-05	ZNF714	148206
ENSG00000135605.13	ENSG00000135605.13	-0.385147269520564	1.39257671574585	1.63775341044552e-05	3.06363129495368e-05	TEC	7006
ENSG00000119522.16	ENSG00000119522.16	0.23911151347095	5.01503210384997	1.63835962743071e-05	3.06446855951843e-05	DENND1A	57706
ENSG00000203875.13	ENSG00000203875.13	-0.50175997552114	6.33318133661866	1.6409225897267e-05	3.06896530044926e-05	SNHG5	387066
ENSG00000113657.13	ENSG00000113657.13	-0.470409881729007	7.54041986221184	1.64234235447277e-05	3.07102599977785e-05	DPYSL3	1809
ENSG00000187735.14	ENSG00000187735.14	0.326571276985938	6.51240543445807	1.64231756255799e-05	3.07102599977785e-05	TCEA1	6917
ENSG00000023734.11	ENSG00000023734.11	0.313657454803527	7.20828089679394	1.65026172803349e-05	3.08553581708779e-05	STRAP	11171
ENSG00000215788.11	ENSG00000215788.11	0.608828441253907	3.11353253114031	1.65394349667523e-05	3.09212043634686e-05	TNFRSF25	8718
ENSG00000081665.14	ENSG00000081665.14	-0.319350786774129	4.62264604563683	1.65781354990479e-05	3.09875589328115e-05	ZNF506	440515
ENSG00000111371.16	ENSG00000111371.16	0.598808101705972	8.59148466792232	1.65892168331779e-05	3.10025034698827e-05	SLC38A1	81539
ENSG00000139537.11	ENSG00000139537.11	0.578678811073046	1.5295517608482	1.65893404269685e-05	3.10025034698827e-05	CCDC65	85478
ENSG00000232160.7	ENSG00000232160.7	-0.429275062838095	1.76131209567113	1.67379364070557e-05	3.12741518049621e-05	RAP2C-AS1	101928578
ENSG00000164086.10	ENSG00000164086.10	-0.322676000504635	4.6129983360083	1.67808757593806e-05	3.13513498955236e-05	DUSP7	1849
ENSG00000079335.20	ENSG00000079335.20	-0.649210348858937	3.71131311411972	1.67927399142304e-05	3.13704815456051e-05	CDC14A	8556
ENSG00000183354.12	ENSG00000183354.12	-0.332058616003574	5.38953211387692	1.69372108763923e-05	3.16311910005943e-05	KIAA2026	158358
ENSG00000140323.6	ENSG00000140323.6	0.996330157164487	2.19152863936067	1.69757371299474e-05	3.17000763534388e-05	DISP2	85455
ENSG00000231327.1	ENSG00000231327.1	0.655837241238118	-0.553175125502367	1.6983270927841e-05	3.17110794301211e-05	LINC01816	100133985
ENSG00000268119.6	ENSG00000268119.6	0.729055450396637	2.05342285068462	1.70294888345823e-05	3.17943041757477e-05	LOC105372321	105372321
ENSG00000022840.16	ENSG00000022840.16	0.189330783911982	7.55020131151947	1.72423795448711e-05	3.21824432896444e-05	RNF10	9921
ENSG00000148843.15	ENSG00000148843.15	0.301820870049277	6.04711378673597	1.72515889712575e-05	3.21965216642597e-05	PDCD11	22984
ENSG00000004948.16	ENSG00000004948.16	-0.938732368867151	-0.170731043441207	1.73437511316466e-05	3.23653964800182e-05	CALCR	799
ENSG00000143322.21	ENSG00000143322.21	0.314480325465813	5.9455365642193	1.73604002814405e-05	3.23933364857401e-05	ABL2	27
ENSG00000185274.12	ENSG00000185274.12	-0.796021698411357	1.5254629837354	1.73708979122051e-05	3.24097938833279e-05	GALNT17	64409
ENSG00000133302.13	ENSG00000133302.13	0.346119489902491	3.54102467175546	1.74126772308705e-05	3.24846063491992e-05	SLF1	84250
ENSG00000123643.13	ENSG00000123643.13	0.391623848686081	4.28859147726841	1.75301134752842e-05	3.27005341942391e-05	SLC36A1	206358
ENSG00000089225.20	ENSG00000089225.20	-0.554236720629369	2.01528612931216	1.75642427140627e-05	3.2757872248529e-05	TBX5	6910
ENSG00000117228.10	ENSG00000117228.10	0.715395787192914	6.3900576481568	1.7603008541037e-05	3.28270025094848e-05	GBP1	2633
ENSG00000198719.9	ENSG00000198719.9	-0.522937734185874	3.0743576904062	1.76320362041308e-05	3.28747877030595e-05	DLL1	28514
ENSG00000173083.15	ENSG00000173083.15	0.53796857125178	2.59509848785638	1.76628904757607e-05	3.292913705952e-05	HPSE	10855
ENSG00000158683.9	ENSG00000158683.9	-0.560995744843392	0.889642346935923	1.76913026503584e-05	3.29789235356194e-05	PKD1L1	168507
ENSG00000258366.9	ENSG00000258366.9	0.640320158498176	-0.556771766253879	1.77190995266688e-05	3.30275535175788e-05	RTEL1	51750
ENSG00000179331.3	ENSG00000179331.3	0.929409515532413	-0.295164634358819	1.7780097336467e-05	3.31380530965623e-05	RAB39A	54734
ENSG00000183250.12	ENSG00000183250.12	0.384727779428755	2.68352051616128	1.77936411287105e-05	3.31600964040545e-05	LINC01547	84536
ENSG00000113263.13	ENSG00000113263.13	0.896337106251533	2.89613112009361	1.77972092713606e-05	3.31635467062935e-05	ITK	3702
ENSG00000166266.14	ENSG00000166266.14	-0.29785978044841	5.35809137272458	1.7808176723143e-05	3.31807829801e-05	CUL5	8065
ENSG00000284024.4	ENSG00000284024.4	0.302746057576807	4.50297486639321	1.78353940479152e-05	3.32282903093476e-05	LOC100421372	100421372
ENSG00000153446.16	ENSG00000153446.16	-0.970430322173946	3.97377096436727	1.78377388047959e-05	3.3229454024209e-05	C16orf89	146556
ENSG00000155438.12	ENSG00000155438.12	0.240331774581492	4.84342055564064	1.78882772490936e-05	3.3320387609487e-05	NIFK	84365
ENSG00000105401.9	ENSG00000105401.9	0.323064050017692	7.08492873924758	1.78920412724304e-05	3.33241856248372e-05	CDC37	11140
ENSG00000248890.2	ENSG00000248890.2	-0.661141528188674	-1.15916109119676	1.79205113966399e-05	3.33739939419926e-05	HHIP-AS1	646576
ENSG00000286532.1	ENSG00000286532.1	0.453309984418636	1.50026192832575	1.79339481780791e-05	3.33957982363729e-05	PARTICL	100630918
ENSG00000166510.14	ENSG00000166510.14	-0.776365371139534	1.59939286662246	1.79593538138109e-05	3.34398840458023e-05	CCDC68	80323
ENSG00000135390.21	ENSG00000135390.21	0.306254225832299	8.12891118866705	1.81532364910028e-05	3.37943743406758e-05	ATP5MC2	517
ENSG00000140564.12	ENSG00000140564.12	0.468329427862344	7.17144573481823	1.81608504072619e-05	3.38052908236158e-05	FURIN	5045
ENSG00000198169.9	ENSG00000198169.9	0.347549244905127	4.85407761378845	1.8223243245773e-05	3.39181629272418e-05	ZNF251	90987
ENSG00000108018.15	ENSG00000108018.15	1.52120857833491	3.19037684412767	1.82325538705037e-05	3.39322230896329e-05	SORCS1	114815
ENSG00000137501.17	ENSG00000137501.17	0.717920126750475	6.83113475659259	1.82401429181959e-05	3.3943076860968e-05	SYTL2	54843
ENSG00000134470.21	ENSG00000134470.21	-0.469133152632875	3.6798220211753	1.83079332361141e-05	3.40659462777164e-05	IL15RA	3601
ENSG00000144228.9	ENSG00000144228.9	0.448122014727837	6.12750221643934	1.83555009901843e-05	3.41478782866314e-05	SPOPL	339745
ENSG00000108823.16	ENSG00000108823.16	-0.760267230431571	-0.13986427827841	1.83648099231855e-05	3.416190641272e-05	SGCA	6442
ENSG00000196150.14	ENSG00000196150.14	0.341978453695716	4.21428182362934	1.83796877710487e-05	3.41862900405467e-05	ZNF250	58500
